6,"{'precision': 0.5, 'recall': 0.25, 'f1-score': 0.3333333333333333, 'support': 4}"
7,"{'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 3}"
8,"{'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 3}"
9,"{'precision': 0.6, 'recall': 0.75, 'f1-score': 0.6666666666666665, 'support': 4}"
10,"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}"
11,"{'precision': 1.0, 'recall': 0.75, 'f1-score': 0.8571428571428571, 'support': 4}"
12,"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}"
13,"{'precision': 0.5, 'recall': 0.5, 'f1-score': 0.5, 'support': 4}"
14,"{'precision': 0.4, 'recall': 0.6666666666666666, 'f1-score': 0.5, 'support': 3}"
15,"{'precision': 0.3333333333333333, 'recall': 0.3333333333333333, 'f1-score': 0.3333333333333333, 'support': 3}"
16,"{'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 3}"
17,"{'precision': 0.6666666666666666, 'recall': 0.5, 'f1-score': 0.5714285714285715, 'support': 4}"
18,"{'precision': 0.6666666666666666, 'recall': 0.6666666666666666, 'f1-score': 0.6666666666666666, 'support': 3}"
19,"{'precision': 0.3333333333333333, 'recall': 0.5, 'f1-score': 0.4, 'support': 2}"
20,"{'precision': 0.5, 'recall': 1.0, 'f1-score': 0.6666666666666666, 'support': 3}"
21,"{'precision': 0.5, 'recall': 0.6666666666666666, 'f1-score': 0.5714285714285715, 'support': 3}"
22,"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}"
23,"{'precision': 0.3333333333333333, 'recall': 0.5, 'f1-score': 0.4, 'support': 2}"
24,"{'precision': 0.4, 'recall': 0.6666666666666666, 'f1-score': 0.5, 'support': 3}"
25,"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}"
accuracy,0.4625
macro avg,"{'precision': 0.4756410256410256, 'recall': 0.4455128205128205, 'f1-score': 0.4238095238095238, 'support': 80}"
weighted avg,"{'precision': 0.495, 'recall': 0.4625, 'f1-score': 0.44375, 'support': 80}"
