10,"{'precision': 0.3333333333333333, 'recall': 0.3333333333333333, 'f1-score': 0.3333333333333333, 'support': 3}"
11,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 4}"
12,"{'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 3}"
13,"{'precision': 1.0, 'recall': 0.75, 'f1-score': 0.8571428571428571, 'support': 4}"
14,"{'precision': 0.75, 'recall': 1.0, 'f1-score': 0.8571428571428571, 'support': 3}"
15,"{'precision': 0.75, 'recall': 1.0, 'f1-score': 0.8571428571428571, 'support': 3}"
16,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 3}"
17,"{'precision': 1.0, 'recall': 0.75, 'f1-score': 0.8571428571428571, 'support': 4}"
18,"{'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 3}"
19,"{'precision': 0.5, 'recall': 1.0, 'f1-score': 0.6666666666666666, 'support': 2}"
20,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 3}"
21,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 3}"
22,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 3}"
23,"{'precision': 0.4, 'recall': 1.0, 'f1-score': 0.5714285714285715, 'support': 2}"
24,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 3}"
25,"{'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 3}"
accuracy,0.8375
macro avg,"{'precision': 0.875, 'recall': 0.8461538461538461, 'f1-score': 0.8313186813186813, 'support': 80}"
weighted avg,"{'precision': 0.8910416666666666, 'recall': 0.8375, 'f1-score': 0.8380357142857143, 'support': 80}"
