0,4,0,9,0,2,0,0,0,0
7,3,1,0,25,4,0,0,2,8
0,1,2,0,3,43,0,0,0,6
1,0,0,0,2,1,7,0,3,1
0,1,1,0,0,0,0,13,0,0
2,0,3,1,0,1,0,1,42,0
3,1,4,0,7,11,0,1,2,96
0,"{'precision': 0.71875, 'recall': 0.8363636363636363, 'f1-score': 0.7731092436974789, 'support': 55}"
1,"{'precision': 0.8934426229508197, 'recall': 0.872, 'f1-score': 0.8825910931174089, 'support': 125}"
2,"{'precision': 0.35294117647058826, 'recall': 0.4, 'f1-score': 0.37500000000000006, 'support': 15}"
3,"{'precision': 0.5625, 'recall': 0.6, 'f1-score': 0.5806451612903225, 'support': 15}"
4,"{'precision': 0.6578947368421053, 'recall': 0.5, 'f1-score': 0.5681818181818182, 'support': 50}"
5,"{'precision': 0.6056338028169014, 'recall': 0.7818181818181819, 'f1-score': 0.6825396825396824, 'support': 55}"
6,"{'precision': 0.875, 'recall': 0.4666666666666667, 'f1-score': 0.608695652173913, 'support': 15}"
7,"{'precision': 0.8666666666666667, 'recall': 0.8666666666666667, 'f1-score': 0.8666666666666667, 'support': 15}"
8,"{'precision': 0.75, 'recall': 0.84, 'f1-score': 0.7924528301886793, 'support': 50}"
9,"{'precision': 0.8495575221238938, 'recall': 0.768, 'f1-score': 0.8067226890756303, 'support': 125}"
accuracy,0.7615384615384615
macro avg,"{'precision': 0.7132386527870975, 'recall': 0.6931515151515151, 'f1-score': 0.69366048369316, 'support': 520}"
weighted avg,"{'precision': 0.7710913111123708, 'recall': 0.7615384615384615, 'f1-score': 0.7610033814185811, 'support': 520}"
