6,"{'precision': 1.0, 'recall': 0.25, 'f1-score': 0.4, 'support': 4}"
7,"{'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 3}"
8,"{'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 3}"
9,"{'precision': 0.6, 'recall': 0.75, 'f1-score': 0.6666666666666665, 'support': 4}"
10,"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}"
11,"{'precision': 1.0, 'recall': 0.75, 'f1-score': 0.8571428571428571, 'support': 4}"
12,"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}"
13,"{'precision': 0.5, 'recall': 0.75, 'f1-score': 0.6, 'support': 4}"
14,"{'precision': 0.6, 'recall': 1.0, 'f1-score': 0.7499999999999999, 'support': 3}"
15,"{'precision': 0.3333333333333333, 'recall': 0.3333333333333333, 'f1-score': 0.3333333333333333, 'support': 3}"
16,"{'precision': 0.5, 'recall': 0.3333333333333333, 'f1-score': 0.4, 'support': 3}"
17,"{'precision': 0.6666666666666666, 'recall': 0.5, 'f1-score': 0.5714285714285715, 'support': 4}"
18,"{'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 3}"
19,"{'precision': 0.25, 'recall': 0.5, 'f1-score': 0.3333333333333333, 'support': 2}"
20,"{'precision': 0.6, 'recall': 1.0, 'f1-score': 0.7499999999999999, 'support': 3}"
21,"{'precision': 0.3333333333333333, 'recall': 0.6666666666666666, 'f1-score': 0.4444444444444444, 'support': 3}"
22,"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}"
23,"{'precision': 0.5, 'recall': 0.5, 'f1-score': 0.5, 'support': 2}"
24,"{'precision': 0.4, 'recall': 0.6666666666666666, 'f1-score': 0.5, 'support': 3}"
25,"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}"
accuracy,0.5
macro avg,"{'precision': 0.5237179487179487, 'recall': 0.48717948717948717, 'f1-score': 0.46434676434676436, 'support': 80}"
weighted avg,"{'precision': 0.5379166666666666, 'recall': 0.5, 'f1-score': 0.4764285714285714, 'support': 80}"
