10,"{'precision': 0.3333333333333333, 'recall': 0.3333333333333333, 'f1-score': 0.3333333333333333, 'support': 3}"
11,"{'precision': 0.8, 'recall': 1.0, 'f1-score': 0.888888888888889, 'support': 4}"
12,"{'precision': 0.5, 'recall': 0.3333333333333333, 'f1-score': 0.4, 'support': 3}"
13,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 4}"
14,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 3}"
15,"{'precision': 0.75, 'recall': 1.0, 'f1-score': 0.8571428571428571, 'support': 3}"
16,"{'precision': 0.75, 'recall': 1.0, 'f1-score': 0.8571428571428571, 'support': 3}"
17,"{'precision': 0.42857142857142855, 'recall': 0.75, 'f1-score': 0.5454545454545454, 'support': 4}"
18,"{'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 3}"
19,"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}"
20,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 3}"
21,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 3}"
22,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 3}"
23,"{'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 2}"
24,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 3}"
25,"{'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 3}"
accuracy,0.775
macro avg,"{'precision': 0.7914835164835166, 'recall': 0.7596153846153845, 'f1-score': 0.7581890331890333, 'support': 80}"
weighted avg,"{'precision': 0.7997619047619048, 'recall': 0.775, 'f1-score': 0.7704671717171717, 'support': 80}"
